,image,X1,Y1,X3,Y2,X5,Y3,X7,Y4,X9,Y5,X11,Y6,X13,Y7,X15,Y8,X17,Y9,X19,Y10,X21,Y11,X23,Y12,X25,Y13,X27,Y14,X29,Y15,X31,Y16,act_id
3066,039221779.jpg,613.0,553.0,626.0,490.0,701.0,452.0,727.0,474.0,640.0,529.0,669.0,565.0,714.0,463.0,742.0,360.0,741.3772,351.0318,737.6228,296.9682,719.0,440.0,701.0,416.0,711.0,355.0,773.0,365.0,755.0,442.0,736.0,447.0,154.0
3067,094777970.jpg,728.0,570.0,706.0,479.0,668.0,403.0,704.0,398.0,717.0,479.0,685.0,566.0,686.0,401.0,667.0,302.0,667.6454,280.0556,669.3546,221.9444,658.0,365.0,630.0,353.0,632.0,304.0,702.0,299.0,709.0,351.0,702.0,364.0,154.0
3068,014119906.jpg,800.0,543.0,730.0,493.0,672.0,461.0,707.0,421.0,759.0,469.0,805.0,538.0,690.0,441.0,592.0,366.0,587.4214,356.2879,563.5786,305.7121,638.0,405.0,598.0,426.0,563.0,384.0,621.0,347.0,674.0,379.0,688.0,391.0,154.0
3069,076351584.jpg,861.0,625.0,882.0,581.0,932.0,541.0,944.0,557.0,906.0,594.0,859.0,638.0,938.0,549.0,1005.0,469.0,1010.8333,451.8889,1029.1667,398.1111,944.0,511.0,930.0,482.0,981.0,453.0,1028.0,484.0,1004.0,537.0,967.0,521.0,154.0
3070,010868254.jpg,674.0,565.0,587.0,535.0,534.0,503.0,573.0,466.0,606.0,487.0,678.0,541.0,554.0,485.0,461.0,416.0,455.7165,403.5682,432.2835,348.4318,489.0,484.0,454.0,490.0,430.0,437.0,491.0,394.0,550.0,426.0,533.0,440.0,154.0
3071,006903694.jpg,115.0,476.0,88.0,402.0,116.0,329.0,119.0,332.0,81.0,398.0,88.0,469.0,118.0,331.0,67.0,279.0,61.979,269.6187,34.021,217.3813,20.0,365.0,51.0,326.0,56.0,290.0,78.0,267.0,67.0,304.0,40.0,320.0,154.0
3072,033478904.jpg,562.0,533.0,591.0,490.0,577.0,467.0,609.0,474.0,637.0,506.0,613.0,546.0,593.0,471.0,617.0,417.0,618.7297,414.5785,640.2703,384.4215,618.0,442.0,586.0,433.0,599.0,411.0,635.0,423.0,655.0,453.0,676.0,450.0,154.0
3073,063564532.jpg,856.0,505.0,828.0,457.0,786.0,405.0,750.0,413.0,761.0,454.0,763.0,519.0,768.0,409.0,760.0,317.0,761.5958,313.2766,782.4042,264.7234,872.0,340.0,842.0,349.0,778.0,319.0,742.0,315.0,802.0,337.0,864.0,346.0,154.0
3074,035595777.jpg,525.0,325.0,497.0,284.0,472.0,244.0,452.0,249.0,437.0,296.0,450.0,350.0,462.0,247.0,435.0,180.0,431.5727,168.1053,421.4273,132.8947,460.0,192.0,483.0,195.0,455.0,169.0,415.0,190.0,419.0,222.0,438.0,206.0,154.0
3075,014850678.jpg,599.0,473.0,594.0,384.0,574.0,311.0,610.0,320.0,674.0,397.0,666.0,495.0,592.0,316.0,630.0,231.0,629.2455,233.844,643.7545,179.156,499.0,303.0,537.0,255.0,600.0,220.0,660.0,242.0,666.0,311.0,657.0,362.0,154.0
3076,059646708.jpg,358.0,390.0,368.0,350.0,393.0,313.0,417.0,313.0,440.0,364.0,447.0,394.0,405.0,313.0,401.0,254.0,398.9918,258.3032,417.0082,219.6968,327.0,277.0,352.0,269.0,380.0,256.0,421.0,252.0,448.0,268.0,471.0,279.0,154.0
3077,081438392.jpg,458.0,542.0,458.0,434.0,451.0,353.0,494.0,353.0,490.0,424.0,483.0,537.0,473.0,353.0,476.0,264.0,474.994,246.6968,472.006,195.3032,445.0,313.0,430.0,293.0,438.0,263.0,513.0,265.0,514.0,304.0,500.0,311.0,154.0
3078,038212349.jpg,675.0,533.0,679.0,453.0,629.0,393.0,676.0,381.0,693.0,460.0,692.0,536.0,653.0,387.0,633.0,299.0,631.4693,282.3534,626.5307,228.6466,622.0,353.0,602.0,339.0,599.0,302.0,667.0,296.0,669.0,348.0,652.0,345.0,154.0
3079,013226872.jpg,569.0,481.0,530.0,420.0,475.0,368.0,507.0,352.0,554.0,405.0,537.0,470.0,491.0,360.0,434.0,251.0,432.9184,241.8665,426.0816,184.1335,454.0,319.0,424.0,314.0,404.0,264.0,464.0,237.0,490.0,288.0,515.0,319.0,154.0
3080,019668820.jpg,700.0,447.0,703.0,389.0,620.0,360.0,660.0,337.0,679.0,399.0,657.0,448.0,640.0,349.0,604.0,240.0,599.7287,219.9248,588.2713,166.0752,602.0,294.0,574.0,310.0,569.0,245.0,638.0,234.0,658.0,281.0,635.0,297.0,154.0
3081,023748331.jpg,748.0,511.0,750.0,460.0,734.0,426.0,779.0,447.0,782.0,482.0,745.0,524.0,757.0,437.0,784.0,379.0,787.7064,363.3941,799.2936,314.6059,760.0,408.0,724.0,389.0,758.0,368.0,809.0,389.0,809.0,431.0,787.0,418.0,154.0
3082,029989759.jpg,729.0,517.0,753.0,455.0,732.0,421.0,776.0,437.0,766.0,479.0,758.0,541.0,754.0,429.0,780.0,361.0,784.3262,349.1751,805.6738,290.8249,758.0,408.0,729.0,394.0,751.0,343.0,809.0,379.0,796.0,412.0,776.0,416.0,154.0
3083,064279507.jpg,722.0,604.0,632.0,569.0,538.0,533.0,573.0,490.0,637.0,525.0,733.0,606.0,556.0,512.0,454.0,425.0,453.1415,423.2561,422.8585,361.7439,502.0,497.0,448.0,529.0,430.0,447.0,478.0,403.0,552.0,453.0,533.0,482.0,154.0
3084,060094548.jpg,536.0,498.0,502.0,450.0,537.0,412.0,561.0,400.0,553.0,428.0,611.0,492.0,549.0,406.0,500.0,341.0,497.5991,327.9449,486.4009,267.0551,491.0,391.0,483.0,375.0,463.0,355.0,536.0,327.0,547.0,343.0,537.0,357.0,154.0
3085,069607986.jpg,695.0,498.0,703.0,418.0,634.0,370.0,684.0,370.0,699.0,437.0,679.0,516.0,659.0,370.0,654.0,268.0,656.9355,253.6314,670.0645,189.3686,650.0,331.0,602.0,319.0,617.0,256.0,691.0,280.0,686.0,323.0,670.0,352.0,154.0
3086,036250198.jpg,496.0,527.0,506.0,436.0,577.0,373.0,618.0,376.0,553.0,444.0,561.0,543.0,598.0,375.0,606.0,296.0,606.9042,286.5062,613.0958,221.4938,585.0,347.0,570.0,335.0,575.0,294.0,636.0,298.0,647.0,351.0,612.0,351.0,154.0
3087,082399765.jpg,456.0,1062.0,559.0,889.0,242.0,1038.0,167.0,968.0,398.0,1023.0,203.0,1055.0,205.0,1003.0,318.0,667.0,331.8916,624.3209,387.1084,454.6791,547.0,701.0,525.0,833.0,367.0,703.0,268.0,631.0,458.0,638.0,583.0,653.0,156.0
3088,020408766.jpg,0.0,0.0,453.0,982.0,172.0,941.0,73.0,954.0,0.0,0.0,0.0,0.0,123.0,948.0,137.0,621.0,141.3394,566.6542,153.6606,412.3458,299.0,867.0,181.0,821.0,186.0,641.0,88.0,600.0,59.0,797.0,201.0,869.0,156.0
3089,046904075.jpg,0.0,0.0,0.0,0.0,923.0,810.0,995.0,817.0,0.0,0.0,0.0,0.0,959.0,814.0,982.0,529.0,972.6989,476.5153,949.3011,344.4847,830.0,468.0,781.0,550.0,903.0,508.0,1060.0,550.0,1110.0,672.0,1093.0,817.0,914.0
3090,080093872.jpg,0.0,0.0,0.0,0.0,997.0,950.0,1034.0,947.0,0.0,0.0,0.0,0.0,1016.0,949.0,955.0,586.0,931.5706,569.6565,773.4294,459.3435,882.0,773.0,910.0,739.0,922.0,587.0,987.0,584.0,1133.0,736.0,1059.0,922.0,914.0
3091,018015865.jpg,965.0,832.0,961.0,719.0,938.0,622.0,910.0,618.0,905.0,717.0,846.0,824.0,924.0,620.0,925.0,474.0,932.262,448.583,951.738,380.417,1002.0,448.0,1008.0,489.0,945.0,476.0,905.0,472.0,877.0,524.0,912.0,577.0,156.0
3092,010986311.jpg,865.0,966.0,887.0,809.0,896.0,602.0,832.0,602.0,795.0,807.0,795.0,963.0,864.0,602.0,869.0,407.0,865.9792,379.4574,855.0208,279.5426,969.0,646.0,959.0,540.0,937.0,408.0,800.0,405.0,699.0,432.0,747.0,405.0,914.0
3093,088368397.jpg,0.0,0.0,227.0,1071.0,213.0,879.0,398.0,881.0,405.0,1079.0,0.0,0.0,306.0,880.0,329.0,392.0,314.8512,356.062,243.1488,173.938,181.0,352.0,102.0,530.0,213.0,388.0,444.0,395.0,480.0,629.0,509.0,800.0,914.0
3094,034292966.jpg,797.0,857.0,738.0,685.0,683.0,455.0,602.0,492.0,670.0,692.0,723.0,859.0,643.0,474.0,598.0,275.0,598.7875,259.3621,604.2125,151.6379,751.0,475.0,725.0,378.0,655.0,251.0,541.0,299.0,563.0,442.0,611.0,488.0,914.0
3095,068387012.jpg,978.0,603.0,1102.0,525.0,1144.0,381.0,1158.0,378.0,1288.0,445.0,1326.0,595.0,1151.0,380.0,1124.0,227.0,1127.3185,216.4021,1151.6815,138.5979,1205.0,283.0,1132.0,279.0,1132.0,220.0,1115.0,233.0,1048.0,317.0,1092.0,367.0,156.0
3096,002534860.jpg,784.0,937.0,726.0,785.0,633.0,674.0,664.0,665.0,654.0,828.0,553.0,754.0,649.0,670.0,630.0,494.0,629.3713,470.8956,626.6287,370.1044,592.0,624.0,529.0,585.0,577.0,499.0,683.0,489.0,673.0,552.0,709.0,600.0,156.0
3097,069004689.jpg,542.0,664.0,492.0,693.0,520.0,564.0,572.0,574.0,546.0,697.0,534.0,789.0,546.0,569.0,555.0,440.0,552.9326,411.9752,548.0674,346.0248,484.0,562.0,490.0,498.0,504.0,436.0,606.0,444.0,634.0,516.0,572.0,552.0,156.0
3098,031610131.jpg,157.0,1047.0,174.0,975.0,189.0,768.0,270.0,776.0,403.0,896.0,0.0,0.0,230.0,772.0,214.0,464.0,222.9724,415.1239,243.0276,305.8761,220.0,571.0,68.0,610.0,138.0,441.0,290.0,487.0,266.0,564.0,290.0,590.0,156.0
3099,060981276.jpg,0.0,0.0,554.0,992.0,595.0,696.0,477.0,689.0,631.0,898.0,0.0,0.0,536.0,693.0,575.0,335.0,595.1734,279.2632,651.8266,122.7368,658.0,754.0,634.0,573.0,646.0,364.0,504.0,306.0,501.0,516.0,602.0,631.0,914.0
3100,024080382.jpg,0.0,0.0,0.0,0.0,1000.0,935.0,901.0,1040.0,0.0,0.0,0.0,0.0,951.0,988.0,963.0,443.0,927.6852,314.6805,867.3148,95.3195,1155.0,885.0,1158.0,674.0,1068.0,457.0,857.0,429.0,919.0,730.0,910.0,1015.0,914.0
3101,038680724.jpg,1201.0,927.0,1172.0,742.0,1172.0,573.0,1233.0,573.0,1247.0,761.0,1389.0,776.0,1203.0,573.0,1207.0,310.0,1204.9002,265.065,1199.0998,140.935,1156.0,513.0,1165.0,432.0,1156.0,316.0,1257.0,304.0,1334.0,403.0,1233.0,470.0,913.0
3102,008058081.jpg,495.0,585.0,430.0,456.0,489.0,323.0,432.0,325.0,461.0,515.0,520.0,633.0,461.0,324.0,440.0,177.0,433.7166,152.7389,410.2834,62.2611,526.0,334.0,550.0,251.0,485.0,172.0,395.0,182.0,340.0,277.0,334.0,251.0,913.0
3103,014716325.jpg,682.0,850.0,747.0,703.0,689.0,542.0,751.0,545.0,809.0,703.0,662.0,735.0,720.0,544.0,749.0,332.0,759.1206,291.5176,787.8794,176.4824,766.0,465.0,648.0,453.0,694.0,340.0,804.0,323.0,790.0,412.0,804.0,456.0,913.0
3104,029797724.jpg,1322.0,679.0,1146.0,699.0,1211.0,497.0,1259.0,513.0,1202.0,696.0,1271.0,869.0,1235.0,505.0,1215.0,282.0,1203.9904,230.3924,1178.0096,108.6076,1185.0,504.0,1247.0,417.0,1182.0,282.0,1247.0,282.0,1271.0,400.0,1173.0,422.0,913.0
3105,008975950.jpg,1169.0,982.0,1178.0,804.0,1164.0,641.0,1214.0,636.0,1193.0,797.0,1135.0,800.0,1189.0,639.0,1184.0,383.0,1187.0,333.0,1197.0,209.0,1089.0,525.0,1043.0,473.0,1089.0,386.0,1286.0,381.0,1315.0,501.0,1282.0,493.0,156.0
3106,091082626.jpg,1454.0,932.0,1389.0,886.0,1319.0,776.0,1382.0,783.0,1271.0,903.0,1273.0,1069.0,1351.0,780.0,1357.0,568.0,1354.8142,544.7972,1346.1858,453.2028,1276.0,578.0,1237.0,653.0,1288.0,566.0,1425.0,569.0,1499.0,602.0,1459.0,684.0,156.0
3107,000604704.jpg,0.0,0.0,696.0,925.0,531.0,677.0,634.0,699.0,758.0,922.0,0.0,0.0,583.0,688.0,865.0,608.0,925.2115,598.9683,1104.7885,572.0317,680.0,842.0,655.0,671.0,838.0,578.0,891.0,637.0,773.0,690.0,755.0,811.0,53.0
3108,048386022.jpg,939.0,886.0,901.0,652.0,839.0,373.0,934.0,427.0,967.0,662.0,1003.0,873.0,887.0,400.0,1096.0,250.0,1134.9532,214.5526,1257.0468,103.4474,1111.0,498.0,1024.0,396.0,1067.0,237.0,1124.0,263.0,1047.0,396.0,1008.0,511.0,53.0
3109,012324746.jpg,256.0,1047.0,155.0,780.0,220.0,484.0,362.0,509.0,230.0,812.0,472.0,800.0,291.0,497.0,185.0,173.0,167.8294,160.2811,13.1706,45.7189,76.0,463.0,104.0,326.0,90.0,196.0,280.0,150.0,420.0,290.0,472.0,465.0,913.0
3110,030767909.jpg,0.0,0.0,1025.0,1021.0,1040.0,708.0,1105.0,705.0,1239.0,981.0,0.0,0.0,1073.0,707.0,1065.0,356.0,1064.3017,304.3273,1061.6983,111.6727,1161.0,705.0,1018.0,578.0,1000.0,364.0,1130.0,348.0,1173.0,562.0,1254.0,680.0,913.0
3111,092605956.jpg,876.0,520.0,924.0,546.0,930.0,435.0,968.0,430.0,979.0,535.0,985.0,634.0,949.0,433.0,941.0,311.0,941.6667,295.9997,944.3333,236.0003,951.0,353.0,894.0,373.0,914.0,314.0,967.0,307.0,958.0,364.0,992.0,353.0,156.0
3112,016169455.jpg,128.0,518.0,118.0,419.0,118.0,300.0,80.0,307.0,90.0,434.0,112.0,544.0,99.0,304.0,90.0,184.0,80.3525,144.8426,65.6475,85.1574,46.0,263.0,99.0,253.0,104.0,177.0,76.0,190.0,83.0,270.0,38.0,272.0,156.0
3113,096583232.jpg,0.0,0.0,800.0,699.0,734.0,536.0,838.0,516.0,838.0,675.0,0.0,0.0,786.0,526.0,757.0,284.0,748.2263,241.0088,725.7737,130.9912,686.0,390.0,645.0,430.0,684.0,294.0,830.0,274.0,900.0,352.0,878.0,424.0,156.0
3114,020579438.jpg,0.0,0.0,531.0,1053.0,528.0,780.0,745.0,770.0,739.0,1062.0,0.0,0.0,637.0,775.0,673.0,322.0,695.3111,282.8258,822.6889,59.1742,414.0,677.0,392.0,572.0,528.0,330.0,817.0,314.0,832.0,469.0,897.0,606.0,773.0
3115,074156611.jpg,0.0,0.0,0.0,0.0,410.0,891.0,696.0,897.0,0.0,0.0,0.0,0.0,553.0,894.0,655.0,296.0,705.8619,238.7135,889.1381,32.2865,714.0,597.0,361.0,553.0,503.0,221.0,807.0,370.0,758.0,767.0,907.0,702.0,773.0
3116,054667726.jpg,0.0,0.0,0.0,0.0,590.0,922.0,764.0,863.0,0.0,0.0,0.0,0.0,677.0,893.0,615.0,380.0,617.2088,325.6907,629.7912,16.3093,888.0,702.0,603.0,773.0,485.0,432.0,745.0,327.0,786.0,494.0,851.0,556.0,773.0
3117,088447873.jpg,0.0,0.0,0.0,0.0,674.0,774.0,472.0,771.0,0.0,0.0,0.0,0.0,573.0,773.0,540.0,346.0,557.475,269.5733,605.525,59.4267,646.0,560.0,768.0,543.0,671.0,349.0,409.0,343.0,332.0,623.0,435.0,614.0,773.0
3118,032783820.jpg,0.0,0.0,0.0,0.0,305.0,675.0,390.0,648.0,0.0,0.0,0.0,0.0,348.0,662.0,428.0,321.0,468.6506,252.8827,572.3494,79.1173,710.0,468.0,530.0,497.0,367.0,311.0,489.0,330.0,576.0,433.0,692.0,439.0,773.0
3119,037208225.jpg,0.0,0.0,0.0,0.0,683.0,584.0,770.0,586.0,0.0,0.0,0.0,0.0,727.0,585.0,734.0,309.0,708.8119,240.4324,651.1881,83.5676,549.0,444.0,590.0,371.0,613.0,309.0,855.0,309.0,905.0,433.0,830.0,497.0,773.0
3120,075982366.jpg,0.0,0.0,0.0,0.0,725.0,524.0,845.0,553.0,0.0,0.0,0.0,0.0,785.0,539.0,838.0,279.0,821.6929,221.3136,774.3071,53.6864,592.0,311.0,607.0,276.0,735.0,245.0,940.0,313.0,938.0,508.0,855.0,588.0,773.0
3121,033882348.jpg,0.0,0.0,0.0,0.0,623.0,559.0,704.0,570.0,0.0,0.0,0.0,0.0,664.0,565.0,650.0,281.0,640.6933,199.5032,622.3067,38.4968,402.0,499.0,475.0,408.0,535.0,278.0,764.0,284.0,768.0,441.0,657.0,537.0,773.0
3122,095206245.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,409.0,345.5626,365.5152,370.4374,222.4848,311.0,593.0,196.0,572.0,245.0,416.0,430.0,402.0,478.0,557.0,455.0,583.0,773.0
3123,073792777.jpg,0.0,0.0,0.0,0.0,1479.0,1069.0,1602.0,1061.0,0.0,0.0,0.0,0.0,1541.0,1065.0,1573.0,600.0,1563.1741,474.6539,1545.8259,253.3461,1344.0,1058.0,1354.0,859.0,1400.0,604.0,1745.0,596.0,1796.0,905.0,0.0,0.0,773.0
3124,059742924.jpg,1316.0,1048.0,1305.0,780.0,1288.0,540.0,1382.0,526.0,1415.0,799.0,1432.0,1073.0,1335.0,533.0,1344.0,36.0,1336.9728,4.8794,1379.0272,191.1206,993.0,167.0,1106.0,222.0,1217.0,65.0,1471.0,7.0,1498.0,208.0,1291.0,222.0,773.0
3125,088089516.jpg,0.0,0.0,0.0,0.0,598.0,841.0,631.0,796.0,0.0,0.0,0.0,0.0,615.0,819.0,543.0,310.0,562.742,263.455,660.258,33.545,877.0,406.0,697.0,442.0,481.0,307.0,604.0,313.0,661.0,370.0,697.0,379.0,773.0
3126,042377012.jpg,0.0,0.0,0.0,0.0,0.0,0.0,571.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,212.0,459.2245,203.4279,375.7755,79.5721,196.0,371.0,267.0,320.0,380.0,230.0,550.0,193.0,571.0,342.0,448.0,365.0,773.0
3127,034213260.jpg,0.0,0.0,0.0,0.0,408.0,437.0,517.0,441.0,0.0,0.0,0.0,0.0,463.0,439.0,484.0,151.0,488.4118,173.0591,460.5882,33.9409,371.0,197.0,298.0,186.0,411.0,133.0,556.0,168.0,565.0,328.0,489.0,289.0,773.0
3128,096155073.jpg,0.0,0.0,0.0,0.0,255.0,474.0,327.0,455.0,0.0,0.0,0.0,0.0,291.0,465.0,265.0,223.0,273.6111,185.685,307.3889,39.315,499.0,321.0,360.0,369.0,208.0,248.0,321.0,197.0,394.0,262.0,437.0,317.0,773.0
3129,044485243.jpg,0.0,0.0,0.0,0.0,314.0,474.0,417.0,474.0,0.0,0.0,0.0,0.0,366.0,474.0,346.0,286.0,347.9713,252.9265,353.0287,168.0735,329.0,474.0,277.0,407.0,288.0,295.0,404.0,277.0,417.0,404.0,364.0,475.0,773.0
3130,048904840.jpg,0.0,0.0,0.0,0.0,369.0,427.0,469.0,423.0,0.0,0.0,0.0,0.0,419.0,425.0,417.0,260.0,417.0,222.2296,417.0,135.7704,449.0,447.0,345.0,398.0,361.0,263.0,473.0,256.0,488.0,364.0,387.0,419.0,773.0
3131,035164987.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.0,674.0,1067.7956,570.5917,1067.2044,271.4083,959.0,1090.0,668.0,882.0,801.0,677.0,1335.0,671.0,1431.0,910.0,1090.0,1043.0,158.0
3132,090954847.jpg,0.0,0.0,894.0,913.0,1096.0,928.0,1428.0,1074.0,0.0,0.0,0.0,0.0,1262.0,1001.0,1284.0,538.0,1252.5724,481.6419,1107.4276,221.3581,1018.0,783.0,1074.0,739.0,1121.0,575.0,1446.0,500.0,1508.0,925.0,1236.0,1068.0,158.0
3133,056895548.jpg,0.0,0.0,0.0,0.0,1099.0,944.0,1236.0,1034.0,0.0,0.0,0.0,0.0,1168.0,989.0,1261.0,514.0,1256.4523,508.4912,1071.5477,284.5088,969.0,749.0,1090.0,795.0,1090.0,559.0,1431.0,469.0,1440.0,897.0,0.0,0.0,158.0
3134,076217459.jpg,0.0,0.0,0.0,0.0,907.0,1053.0,1121.0,1077.0,0.0,0.0,0.0,0.0,1014.0,1065.0,1165.0,567.0,1161.0314,466.5313,1149.9686,186.4687,792.0,736.0,848.0,671.0,963.0,482.0,1366.0,652.0,1360.0,888.0,1118.0,894.0,158.0
3135,081180672.jpg,0.0,0.0,0.0,0.0,947.0,1031.0,1108.0,1068.0,0.0,0.0,0.0,0.0,1028.0,1050.0,1112.0,504.0,1103.6353,442.2905,1067.3647,174.7095,848.0,755.0,910.0,677.0,969.0,491.0,1254.0,516.0,1344.0,860.0,1208.0,1059.0,158.0
3136,034184904.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281.0,516.0,1210.3484,411.2161,1055.6516,181.7839,1053.0,786.0,1267.0,811.0,1285.0,445.0,1276.0,587.0,1301.0,944.0,972.0,857.0,158.0
3137,043369433.jpg,0.0,0.0,0.0,0.0,928.0,956.0,1087.0,997.0,0.0,0.0,0.0,0.0,1008.0,977.0,1082.0,482.0,1074.8454,457.9699,997.1546,197.0301,835.0,665.0,835.0,581.0,916.0,457.0,1248.0,507.0,1242.0,752.0,997.0,736.0,158.0
3138,084847177.jpg,0.0,0.0,0.0,0.0,857.0,975.0,1031.0,984.0,0.0,0.0,0.0,0.0,944.0,980.0,971.0,479.0,968.8464,405.7766,962.1536,178.2234,612.0,634.0,711.0,603.0,786.0,457.0,1155.0,500.0,1189.0,745.0,1198.0,932.0,158.0
3139,036325535.jpg,0.0,0.0,0.0,0.0,879.0,966.0,1025.0,972.0,0.0,0.0,0.0,0.0,952.0,969.0,1002.0,474.0,996.3253,430.359,965.6747,194.641,773.0,646.0,770.0,597.0,826.0,457.0,1177.0,491.0,1211.0,686.0,1025.0,680.0,158.0
3140,079393513.jpg,0.0,0.0,0.0,0.0,981.0,913.0,1059.0,990.0,0.0,0.0,0.0,0.0,1020.0,952.0,1165.0,507.0,1140.6371,397.012,1086.3629,151.988,910.0,634.0,1006.0,659.0,1093.0,448.0,1236.0,566.0,1186.0,863.0,950.0,699.0,158.0
3141,094099232.jpg,0.0,0.0,0.0,0.0,1290.0,914.0,1157.0,938.0,0.0,0.0,0.0,0.0,1224.0,926.0,1300.0,433.0,1293.786,402.3903,1252.214,197.6097,1163.0,511.0,1253.0,589.0,1383.0,403.0,1216.0,462.0,1076.0,635.0,1030.0,524.0,158.0
3142,020406439.jpg,0.0,0.0,526.0,675.0,644.0,576.0,816.0,574.0,952.0,661.0,0.0,0.0,730.0,575.0,772.0,311.0,764.5661,278.259,732.4339,136.741,522.0,381.0,615.0,386.0,688.0,305.0,855.0,317.0,892.0,512.0,816.0,613.0,158.0
3143,029191117.jpg,0.0,0.0,681.0,530.0,779.0,421.0,898.0,460.0,967.0,479.0,0.0,0.0,839.0,441.0,880.0,186.0,878.8388,193.44,908.1612,5.56,727.0,359.0,727.0,307.0,768.0,177.0,992.0,195.0,923.0,400.0,754.0,483.0,158.0
3144,074860871.jpg,609.0,535.0,570.0,518.0,563.0,644.0,390.0,704.0,357.0,617.0,425.0,646.0,477.0,674.0,362.0,401.0,346.5563,324.2045,304.4437,114.7955,603.0,402.0,677.0,510.0,479.0,396.0,245.0,406.0,350.0,506.0,458.0,355.0,158.0
3145,048260124.jpg,0.0,0.0,532.0,642.0,716.0,539.0,865.0,539.0,969.0,636.0,0.0,0.0,791.0,539.0,747.0,289.0,746.2415,251.8333,742.7585,81.1667,632.0,468.0,667.0,431.0,648.0,303.0,845.0,274.0,987.0,338.0,1043.0,373.0,158.0
3146,021603144.jpg,0.0,0.0,558.0,645.0,697.0,591.0,814.0,581.0,947.0,645.0,0.0,0.0,756.0,586.0,769.0,295.0,772.2932,268.7767,792.7068,106.2233,616.0,455.0,585.0,416.0,662.0,292.0,876.0,298.0,880.0,445.0,827.0,385.0,158.0
3147,096727119.jpg,0.0,0.0,543.0,653.0,690.0,525.0,821.0,532.0,929.0,640.0,0.0,0.0,756.0,529.0,808.0,276.0,816.2158,229.2994,837.7842,106.7006,656.0,410.0,648.0,395.0,744.0,272.0,872.0,280.0,884.0,395.0,757.0,333.0,158.0
3148,071512502.jpg,0.0,0.0,570.0,716.0,688.0,524.0,851.0,539.0,983.0,630.0,0.0,0.0,770.0,532.0,843.0,280.0,840.2526,291.3165,887.7474,95.6835,580.0,563.0,617.0,398.0,750.0,247.0,936.0,313.0,836.0,487.0,584.0,561.0,158.0
3149,095713483.jpg,0.0,0.0,477.0,628.0,683.0,613.0,905.0,580.0,1060.0,657.0,0.0,0.0,794.0,597.0,813.0,326.0,815.5379,338.4782,774.4621,136.5218,855.0,599.0,673.0,520.0,690.0,301.0,936.0,350.0,1035.0,477.0,1140.0,574.0,158.0
3150,042710505.jpg,0.0,0.0,487.0,652.0,731.0,588.0,814.0,584.0,1020.0,642.0,0.0,0.0,773.0,586.0,734.0,369.0,716.7374,318.8649,657.2626,146.1351,532.0,696.0,551.0,508.0,621.0,384.0,847.0,353.0,917.0,489.0,874.0,592.0,158.0
3151,047510034.jpg,696.0,551.0,621.0,375.0,683.0,714.0,435.0,714.0,477.0,342.0,454.0,460.0,559.0,714.0,567.0,442.0,562.3338,371.563,550.6662,195.437,766.0,450.0,779.0,501.0,714.0,452.0,419.0,431.0,367.0,317.0,481.0,241.0,158.0
3152,024235370.jpg,0.0,0.0,612.0,506.0,745.0,541.0,911.0,567.0,1016.0,603.0,0.0,0.0,828.0,554.0,852.0,315.0,860.4442,293.3616,907.5558,172.6384,650.0,391.0,654.0,436.0,762.0,309.0,941.0,321.0,946.0,462.0,886.0,314.0,158.0
3153,066331071.jpg,0.0,0.0,604.0,499.0,756.0,561.0,899.0,578.0,1025.0,603.0,0.0,0.0,828.0,570.0,844.0,334.0,852.2077,283.6141,871.7923,163.3859,762.0,487.0,682.0,450.0,745.0,325.0,942.0,342.0,945.0,480.0,926.0,359.0,158.0
3154,083909970.jpg,534.0,610.0,578.0,444.0,640.0,423.0,748.0,442.0,807.0,484.0,757.0,688.0,694.0,433.0,715.0,253.0,713.4924,248.0804,678.5076,133.9196,597.0,378.0,607.0,336.0,644.0,242.0,786.0,263.0,767.0,367.0,688.0,323.0,158.0
3155,055066046.jpg,545.0,626.0,545.0,456.0,666.0,460.0,725.0,472.0,795.0,474.0,781.0,644.0,696.0,466.0,705.0,285.0,697.709,250.3183,675.291,143.6817,484.0,347.0,553.0,319.0,623.0,274.0,787.0,296.0,787.0,416.0,690.0,402.0,158.0
3156,015314450.jpg,561.0,663.0,634.0,521.0,688.0,498.0,782.0,494.0,794.0,517.0,0.0,0.0,735.0,496.0,761.0,346.0,767.1219,314.8659,789.8781,199.1341,676.0,398.0,707.0,382.0,728.0,315.0,794.0,377.0,690.0,482.0,582.0,454.0,158.0
3157,072811644.jpg,573.0,679.0,620.0,535.0,709.0,514.0,793.0,530.0,841.0,572.0,0.0,0.0,751.0,522.0,765.0,326.0,765.7902,320.0468,779.2098,218.9532,578.0,310.0,637.0,389.0,698.0,320.0,831.0,331.0,900.0,365.0,900.0,418.0,158.0
